Time,X,Y,Z,A,B,C,S,T
4.116,1293.639404,-438.79715,1284.880249,-1.704256,0.001688,119.498703,2,2
4.128,1295.190796,-436.877655,1291.962158,-1.594963,0.00144,118.973465,2,2
4.14,1296.699463,-435.010773,1298.849854,-1.488679,0.001214,118.462639,2,2
4.152,1298.165283,-433.196442,1305.543091,-1.385405,0.001009,117.966217,2,2
4.164,1299.588257,-431.434723,1312.042114,-1.285139,0.000824,117.484192,2,2
4.176,1300.968506,-429.725616,1318.346924,-1.187883,0.000658,117.016563,2,2
4.188,1302.30603,-428.069061,1324.457275,-1.093638,0.00051,116.563339,2,2
4.2,1303.600708,-426.465118,1330.373413,-1.002402,0.000379,116.124512,2,2
4.212,1304.852661,-424.913788,1336.095337,-0.914177,0.000264,115.700089,2,2
4.224,1306.061646,-423.415039,1341.622925,-0.828963,0.000165,115.290054,2,2
4.236,1307.227905,-421.968903,1346.956177,-0.74676,8E-05,114.894424,2,2
4.248,1308.35144,-420.575348,1352.095215,-0.667569,8E-06,114.513191,2,2
4.26,1309.432007,-419.234406,1357.039917,-0.591389,-5.2E-05,114.146362,2,2
4.272,1310.469727,-417.946045,1361.790283,-0.518221,-0.0001,113.793922,2,2
4.284,1311.4646,-416.710297,1366.346313,-0.448065,-0.000137,113.455887,2,2
4.296,1312.416626,-415.52713,1370.708008,-0.380921,-0.000165,113.132248,2,2
4.308,1313.325684,-414.396545,1374.875366,-0.316789,-0.000185,112.823006,2,2
4.32,1314.191772,-413.318542,1378.848267,-0.255669,-0.000196,112.528168,2,2
4.332,1315.014893,-412.293121,1382.626831,-0.197561,-0.000201,112.247726,2,2
4.344,1315.795044,-411.320282,1386.21106,-0.142464,-0.0002,111.981682,2,2
4.356,1316.532227,-410.400024,1389.600708,-0.090378,-0.000194,111.730042,2,2
4.368,1317.226318,-409.532318,1392.795898,-0.041303,-0.000184,111.492805,2,2
4.38,1317.877319,-408.717194,1395.796631,0.004764,-0.000171,111.269966,2,2
4.392,1318.485352,-407.95462,1398.602783,0.047823,-0.000155,111.061531,2,2
4.404,1319.050171,-407.244629,1401.214478,0.087876,-0.000138,110.8675,2,2
4.416,1319.572021,-406.587189,1403.631592,0.124926,-0.00012,110.687866,2,2
4.428,1320.050903,-405.9823,1405.854248,0.158976,-0.000102,110.522636,2,2
4.44,1320.486816,-405.429962,1407.882446,0.190029,-8.4E-05,110.371803,2,2
4.452,1320.879883,-404.930237,1409.716309,0.218091,-6.8E-05,110.235374,2,2
4.464,1321.230347,-404.483063,1411.355957,0.243166,-5.3E-05,110.113342,2,2
4.476,1321.538208,-404.08847,1412.801514,0.265262,-3.9E-05,110.005699,2,2
4.488,1321.804077,-403.746521,1414.053101,0.284386,-2.8E-05,109.912445,2,2
4.5,1322.027954,-403.457184,1415.111206,0.300544,-1.9E-05,109.83358,2,2
4.512,1322.210449,-403.22049,1415.975952,0.313745,-1.2E-05,109.769081,2,2
4.524,1322.352539,-403.035645,1416.651001,0.324048,-7E-06,109.718727,2,2
4.536,1322.459473,-402.896912,1417.157837,0.331796,-3E-06,109.680916,2,2
4.548,1322.536377,-402.797699,1417.520874,0.337361,-1E-06,109.653847,2,2
4.56,1322.588379,-402.731415,1417.764038,0.341102,-1E-06,109.635735,2,2
4.572,1322.620117,-402.691406,1417.911133,0.343374,0,109.624786,2,2
4.584,1322.636353,-402.671051,1417.986206,0.344537,0,109.619209,2,2
4.596,1322.642334,-402.663788,1418.013062,0.344955,0,109.61721,2,2
4.608,1322.642944,-402.662994,1418.015991,0.345,0,109.616997,2,2
4.62,1322.642944,-402.662994,1418.015991,0.345,0,109.616997,2,2
4.632,1322.642944,-402.662994,1418.015991,0.345,0,109.616997,2,2
4.644,1322.642944,-402.662994,1418.015991,0.345,0,109.616997,2,2
4.656,1322.642944,-402.662994,1418.015991,0.345,0,109.616997,2,2
4.668,1322.642944,-402.662994,1418.015991,0.345,0,109.616997,2,2
4.68,1322.642944,-402.662994,1418.015991,0.345,0,109.616997,2,2
4.692,1322.650269,-402.659729,1418.000122,0.3459,0,109.617348,2,2
4.704,1322.679443,-402.646667,1417.937012,0.349502,1E-06,109.618729,2,2
4.716,1322.745728,-402.617371,1417.795288,0.35761,8E-06,109.621826,2,2
4.728,1322.864136,-402.565399,1417.543945,0.372034,2.5E-05,109.627304,2,2
4.74,1323.050171,-402.484375,1417.152344,0.394583,6.2E-05,109.635811,2,2
4.752,1323.31897,-402.36795,1416.589355,0.427069,0.000125,109.648003,2,2
4.764,1323.685669,-402.209625,1415.82373,0.471298,0.000221,109.664551,2,2
4.776,1324.164063,-402.002808,1414.823242,0.529068,0.000347,109.68618,2,2
4.788,1324.76062,-401.74411,1413.571045,0.601271,0.000499,109.713272,2,2
4.8,1325.474487,-401.433441,1412.066528,0.687902,0.000672,109.745842,2,2
4.812,1326.305176,-401.070709,1410.30896,0.788958,0.000865,109.783928,2,2
4.824,1327.252319,-400.655853,1408.297974,0.904433,0.001076,109.827538,2,2
4.836,1328.31543,-400.188843,1406.033203,1.034324,0.001301,109.876686,2,2
4.848,1329.494507,-399.669647,1403.514404,1.178627,0.001541,109.931389,2,2
4.86,1330.789185,-399.098206,1400.741577,1.337339,0.001794,109.991661,2,2
4.872,1332.199585,-398.474548,1397.714355,1.510459,0.002058,110.057495,2,2
4.884,1333.725586,-397.798645,1394.432983,1.697983,0.002334,110.128906,2,2
4.896,1335.367432,-397.070496,1390.897339,1.899911,0.002621,110.205894,2,2
4.908,1337.125122,-396.29007,1387.107666,2.116241,0.002918,110.28846,2,2
4.92,1338.998535,-395.457428,1383.063721,2.346971,0.003226,110.376602,2,2
4.932,1340.987915,-394.57251,1378.765747,2.5921,0.003543,110.470322,2,2
4.944,1343.093262,-393.635345,1374.213867,2.851629,0.00387,110.569626,2,2
4.956,1345.314697,-392.645966,1369.407959,3.125554,0.004207,110.6745,2,2
4.968,1347.652222,-391.604309,1364.348145,3.413876,0.004553,110.784958,2,2
4.98,1350.105835,-390.510437,1359.034546,3.716594,0.004907,110.900993,2,2
4.992,1352.675781,-389.364319,1353.467041,4.033708,0.005269,111.022614,2,2
5.004,1355.361938,-388.165924,1347.645874,4.365215,0.00564,111.149803,2,2
5.016,1358.164307,-386.915344,1341.570923,4.711116,0.006018,111.282578,2,2
5.028,1361.083008,-385.612488,1335.24231,5.07141,0.006403,111.420921,2,2
5.04,1364.118164,-384.257385,1328.660034,5.446095,0.006795,111.56485,2,2
5.052,1367.269653,-382.850067,1321.824097,5.835172,0.007193,111.714355,2,2
5.064,1370.537476,-381.390503,1314.734497,6.238638,0.007597,111.869438,2,2
5.076,1373.921753,-379.878693,1307.391357,6.656495,0.008007,112.030098,2,2
5.088,1377.422485,-378.314636,1299.794678,7.088739,0.008421,112.196327,2,2
5.1,1381.039673,-376.698303,1291.944336,7.535372,0.008841,112.368141,2,2
5.112,1384.773438,-375.029755,1283.840576,7.996392,0.009265,112.545532,2,2
5.124,1388.608887,-373.314209,1275.510864,8.470133,0.009649,112.727989,2,2
5.136,1392.514282,-371.563507,1267.016724,8.95293,0.009911,112.914368,2,2
5.148,1396.458618,-369.789886,1258.42041,9.441144,0.009994,113.103401,2,2
5.16,1400.412354,-368.006073,1249.785156,9.93116,0.009872,113.293762,2,2
5.172,1404.346802,-366.22522,1241.174805,10.419391,0.00955,113.484009,2,2
5.184,1408.234009,-364.461029,1232.653809,10.902274,0.009064,113.672653,2,2
5.196,1412.047363,-362.727417,1224.287231,11.376271,0.008475,113.858101,2,2
5.208,1415.76062,-361.038788,1216.140015,11.837854,0.00787,114.038742,2,2
5.22,1419.359253,-359.402985,1208.247925,12.285094,0.007299,114.213669,2,2
5.232,1422.84314,-357.820007,1200.610718,12.71798,0.006759,114.382904,2,2
5.244,1426.212158,-356.289825,1193.228149,13.136509,0.006249,114.546455,2,2
5.256,1429.465942,-354.812378,1186.100098,13.540677,0.005767,114.70433,2,2
5.268,1432.604614,-353.387665,1179.22644,13.93048,0.005311,114.856544,2,2
5.28,1435.62793,-352.015656,1172.607056,14.305916,0.004879,115.003098,2,2
5.292,1438.535767,-350.69632,1166.241699,14.666982,0.004472,115.144005,2,2
5.304,1441.328125,-349.429657,1160.130371,15.013675,0.004087,115.279266,2,2
5.316,1444.005005,-348.215637,1154.273071,15.345993,0.003723,115.408882,2,2
5.328,1446.566162,-347.05426,1148.669556,15.663935,0.00338,115.532875,2,2
5.34,1449.011719,-345.945496,1143.319946,15.967498,0.003057,115.65123,2,2
5.352,1451.341553,-344.889343,1138.224121,16.256681,0.002753,115.763962,2,2
5.364,1453.555542,-343.885803,1133.38208,16.531483,0.002467,115.871063,2,2
5.376,1455.653809,-342.934845,1128.793701,16.791903,0.002199,115.972549,2,2
5.388,1457.63623,-342.036499,1124.458984,17.037937,0.001949,116.06842,2,2
5.4,1459.502808,-341.190704,1120.377808,17.269588,0.001715,116.158669,2,2
5.412,1461.25354,-340.397491,1116.550415,17.486851,0.001497,116.243301,2,2
5.424,1462.888428,-339.65683,1112.97644,17.689728,0.001295,116.322327,2,2
5.436,1464.407349,-338.968719,1109.656128,17.878218,0.001109,116.395737,2,2
5.448,1465.810303,-338.333191,1106.589478,18.052319,0.000939,116.463539,2,2
5.46,1467.097412,-337.750183,1103.776245,18.212029,0.000783,116.525726,2,2
5.472,1468.268555,-337.219757,1101.216553,18.357351,0.000642,116.582314,2,2
5.484,1469.32373,-336.741852,1098.9104,18.488281,0.000515,116.633293,2,2
5.496,1470.262939,-336.316498,1096.857788,18.604822,0.000403,116.678665,2,2
5.508,1471.086182,-335.943665,1095.058594,18.70697,0.000305,116.71843,2,2
5.52,1471.793457,-335.623352,1093.513062,18.794729,0.000221,116.752594,2,2
5.532,1472.384766,-335.355591,1092.220825,18.868093,0.000151,116.781158,2,2
5.544,1472.859985,-335.14035,1091.182251,18.927069,9.5E-05,116.804115,2,2
5.556,1473.22522,-334.975006,1090.384155,18.972383,5.4E-05,116.821747,2,2
5.568,1473.494995,-334.852997,1089.795166,19.005831,2.6E-05,116.834755,2,2
5.58,1473.683594,-334.767792,1089.383667,19.029207,1.1E-05,116.843842,2,2
5.592,1473.80542,-334.712769,1089.117798,19.044315,3E-06,116.849701,2,2
5.604,1473.875244,-334.681366,1088.96582,19.052948,1E-06,116.85305,2,2
5.616,1473.907227,-334.666962,1088.896118,19.056908,0,116.854584,2,2
5.628,1473.915894,-334.663025,1088.877075,19.057993,0,116.855003,2,2
5.64,1473.916016,-334.662994,1088.876953,19.058001,0,116.855003,2,2
5.652,1473.916016,-334.662994,1088.876953,19.058001,0,116.855003,2,2
5.664,1473.916016,-334.662994,1088.876953,19.058001,0,116.855003,2,2
5.676,1473.916016,-334.662994,1088.876953,19.058001,0,116.855003,2,2
5.688,1473.916016,-334.662994,1088.876953,19.058001,0,116.855003,2,2
5.7,1473.916016,-334.662994,1088.876953,19.058001,0,116.855003,2,2
5.712,1473.916016,-334.662994,1088.876953,19.058001,0,116.855003,2,2
5.724,1473.907349,-334.668915,1088.868286,19.057158,0,116.855904,2,2
5.736,1473.872437,-334.692596,1088.83374,19.053787,-1E-06,116.859505,2,2
5.748,1473.793945,-334.745911,1088.756104,19.046204,-5E-06,116.867607,2,2
5.76,1473.654663,-334.840698,1088.61792,19.032724,-1.5E-05,116.882011,2,2
5.772,1473.43689,-334.988892,1088.4021,19.011669,-3.7E-05,116.904518,2,2
5.784,1473.123413,-335.202332,1088.091187,18.981352,-7.7E-05,116.936928,2,2
5.796,1472.696899,-335.49295,1087.668091,18.940094,-0.000138,116.981049,2,2
5.808,1472.139771,-335.872559,1087.115479,18.886208,-0.000221,117.038681,2,2
5.82,1471.443481,-336.347076,1086.424561,18.81885,-0.000325,117.11071,2,2
5.832,1470.607788,-336.916473,1085.595581,18.73802,-0.000449,117.197151,2,2
5.844,1469.632813,-337.580811,1084.628418,18.643719,-0.000592,117.298004,2,2
5.856,1468.518677,-338.340027,1083.523071,18.535948,-0.000756,117.413254,2,2
5.868,1467.265137,-339.194153,1082.279541,18.414703,-0.000938,117.542915,2,2
5.88,1465.872314,-340.143219,1080.897827,18.279987,-0.001139,117.686989,2,2
5.892,1464.34021,-341.187195,1079.37793,18.131802,-0.001358,117.845459,2,2
5.904,1462.668823,-342.32605,1077.719849,17.970142,-0.001595,118.018341,2,2
5.916,1460.858032,-343.559875,1075.923584,17.795013,-0.001849,118.205627,2,2
5.928,1458.907959,-344.88858,1073.989014,17.606413,-0.00212,118.407318,2,2
5.94,1456.818604,-346.312225,1071.916382,17.404341,-0.002406,118.623421,2,2
5.952,1454.589844,-347.83078,1069.705566,17.188799,-0.002707,118.85392,2,2
5.964,1452.221802,-349.444305,1067.356445,16.959785,-0.003022,119.098831,2,2
5.976,1449.714355,-351.15274,1064.869263,16.717302,-0.003351,119.358147,2,2
5.988,1447.067627,-352.956085,1062.243774,16.461349,-0.003692,119.631866,2,2
6,1444.281372,-354.854401,1059.480103,16.191925,-0.004044,119.919991,2,2
6.012,1441.355835,-356.847656,1056.578125,15.909031,-0.004407,120.222519,2,2
6.024,1438.291016,-358.935852,1053.538086,15.612668,-0.004779,120.539452,2,2
6.036,1435.08667,-361.118988,1050.359741,15.302836,-0.005159,120.870796,2,2
6.048,1431.74292,-363.397095,1047.043091,14.979535,-0.005546,121.216537,2,2
6.06,1428.259766,-365.770142,1043.588257,14.642766,-0.00594,121.576683,2,2
6.072,1424.637207,-368.238129,1039.995239,14.29253,-0.006337,121.951233,2,2
6.084,1420.875244,-370.801086,1036.263916,13.928825,-0.006738,122.340195,2,2
6.096,1416.973755,-373.459015,1032.394409,13.551655,-0.00714,122.743553,2,2
6.108,1412.932861,-376.211914,1028.386597,13.161018,-0.007543,123.161308,2,2
6.12,1408.752563,-379.059784,1024.240479,12.756916,-0.007944,123.593475,2,2
6.132,1404.432739,-382.002625,1019.956177,12.33935,-0.008343,124.040047,2,2
6.144,1399.973389,-385.040405,1015.533569,11.908319,-0.008737,124.501015,2,2
6.156,1395.374634,-388.173187,1010.972717,11.463824,-0.009126,124.976395,2,2
6.168,1390.636353,-391.40094,1006.27356,11.005868,-0.009507,125.466171,2,2
6.18,1385.758545,-394.723663,1001.436096,10.53445,-0.009878,125.970352,2,2
6.192,1380.741211,-398.141388,996.460327,10.049571,-0.010238,126.48893,2,2
6.204,1375.584351,-401.654053,991.346313,9.551232,-0.010585,127.021919,2,2
6.216,1370.287964,-405.261719,986.093933,9.039434,-0.010918,127.569305,2,2
6.228,1364.852051,-408.964355,980.703247,8.514178,-0.011233,128.131104,2,2
6.24,1359.276611,-412.761963,975.174194,7.975465,-0.01153,128.707291,2,2
6.252,1353.561523,-416.654541,969.506897,7.423295,-0.011807,129.297897,2,2
6.264,1347.706787,-420.642059,963.701172,6.857671,-0.012061,129.902893,2,2
6.276,1341.712524,-424.724579,957.757141,6.278592,-0.01229,130.522308,2,2
6.288,1335.578735,-428.902008,951.674683,5.68606,-0.012493,131.156113,2,2
6.3,1329.305176,-433.174408,945.453857,5.080075,-0.012667,131.804337,2,2
6.312,1322.89209,-437.541748,939.094666,4.460639,-0.01281,132.466949,2,2
6.324,1316.339355,-442.003998,932.597046,3.827752,-0.01292,133.143982,2,2
6.336,1309.646851,-446.561157,925.960999,3.181415,-0.012995,133.835434,2,2
6.348,1302.814819,-451.213226,919.186523,2.52163,-0.013032,134.54129,2,2
6.36,1295.843018,-455.960144,912.273621,1.848395,-0.013029,135.261551,2,2
6.372,1288.731445,-460.80191,905.222168,1.161713,-0.012984,135.996231,2,2
6.384,1281.480225,-465.738525,898.032288,0.461585,-0.012895,136.745331,2,2
6.396,1274.089355,-470.769928,890.703857,-0.25199,-0.012758,137.50885,2,2
6.408,1266.563232,-475.892548,883.24176,-0.978571,-0.012561,138.286285,2,2
6.42,1258.931885,-481.083466,875.677551,-1.715315,-0.01225,139.074417,2,2
6.432,1251.229492,-486.317383,868.046692,-2.458983,-0.011786,139.869583,2,2
6.444,1243.490356,-491.569641,860.384216,-3.20629,-0.01116,140.668198,2,2
6.456,1235.74939,-496.816254,852.724915,-3.953898,-0.010386,141.466614,2,2
6.468,1228.041992,-502.033905,845.103394,-4.698418,-0.009499,142.261246,2,2
6.48,1220.403687,-507.200043,837.553711,-5.436406,-0.008551,143.048523,2,2
6.492,1212.870239,-512.292603,830.109619,-6.164365,-0.007603,143.824875,2,2
6.504,1205.4729,-517.293091,822.799927,-6.879245,-0.00671,144.587234,2,2
6.516,1198.215454,-522.199036,815.62854,-7.580642,-0.005879,145.335205,2,2
6.528,1191.098145,-527.010498,808.595337,-8.268556,-0.005105,146.068771,2,2
6.54,1184.120728,-531.727478,801.700378,-8.942984,-0.004387,146.787949,2,2
6.552,1177.283325,-536.349976,794.943665,-9.603927,-0.003722,147.492737,2,2
6.564,1170.585938,-540.878113,788.325134,-10.251381,-0.003107,148.183121,2,2
6.576,1164.028442,-545.311768,781.844849,-10.885348,-0.002541,148.8591,2,2
6.588,1157.61084,-549.651001,775.502747,-11.505825,-0.002021,149.520676,2,2
6.6,1151.33313,-553.895874,769.298828,-12.112811,-0.001546,150.167862,2,2
6.612,1145.195313,-558.046387,763.233093,-12.706306,-0.001112,150.800644,2,2
6.624,1139.197388,-562.102539,757.305603,-13.286308,-0.000719,151.419006,2,2
6.636,1133.339233,-566.064331,751.516235,-13.852817,-0.000364,152.02298,2,2
6.648,1127.620972,-569.931763,745.86499,-14.405831,-4.6E-05,152.612534,2,2
6.66,1122.04248,-573.704834,740.351929,-14.945352,0.000238,153.187698,2,2
6.672,1116.60376,-577.383606,734.977051,-15.471375,0.000489,153.748444,2,2
6.684,1111.30481,-580.968018,729.740234,-15.983904,0.000709,154.294785,2,2
6.696,1106.14563,-584.458069,724.641602,-16.482935,0.0009,154.826721,2,2
6.708,1101.126221,-587.853821,719.68103,-16.968468,0.001063,155.344254,2,2
6.72,1096.24646,-591.155273,714.858582,-17.440504,0.0012,155.847366,2,2
6.732,1091.50647,-594.362366,710.174194,-17.89904,0.001312,156.336075,2,2
6.744,1086.906128,-597.475159,705.62793,-18.344078,0.001401,156.810394,2,2
6.756,1082.445557,-600.493591,701.219727,-18.775616,0.001469,157.270294,2,2
6.768,1078.124634,-603.417664,696.949585,-19.193653,0.001517,157.715775,2,2
6.78,1073.943359,-606.247437,692.817505,-19.59819,0.001547,158.146866,2,2
6.792,1069.901733,-608.982849,688.823486,-19.989227,0.00156,158.563553,2,2
6.804,1065.999756,-611.62384,684.967468,-20.366762,0.001557,158.965836,2,2
6.816,1062.237427,-614.170532,681.249451,-20.730795,0.001541,159.353699,2,2
6.828,1058.614746,-616.622803,677.669495,-21.081326,0.001512,159.727173,2,2
6.84,1055.131714,-618.980713,674.227539,-21.418352,0.001472,160.086243,2,2
6.852,1051.78833,-621.244263,670.923584,-21.741877,0.001422,160.430923,2,2
6.864,1048.584473,-623.413391,667.757629,-22.051897,0.001363,160.761185,2,2
6.876,1045.520264,-625.488098,664.729675,-22.348413,0.001297,161.077057,2,2
6.888,1042.595703,-627.468323,661.839661,-22.631426,0.001225,161.378525,2,2
6.9,1039.810669,-629.354187,659.087646,-22.900934,0.001148,161.665604,2,2
6.912,1037.165283,-631.14563,656.473633,-23.156937,0.001068,161.938278,2,2
6.924,1034.659424,-632.842529,653.997498,-23.399433,0.000984,162.196564,2,2
6.936,1032.293213,-634.445068,651.659363,-23.628424,0.0009,162.440445,2,2
6.948,1030.066528,-635.953064,649.459229,-23.843906,0.000815,162.669937,2,2
6.96,1027.979492,-637.366577,647.396973,-24.045885,0.00073,162.88504,2,2
6.972,1026.032104,-638.685608,645.472717,-24.234356,0.000646,163.085754,2,2
6.984,1024.224243,-639.910156,643.68634,-24.409319,0.000565,163.272079,2,2
6.996,1022.555908,-641.040222,642.037903,-24.570774,0.000487,163.444016,2,2
7.008,1021.027222,-642.075684,640.527466,-24.718721,0.000413,163.601547,2,2
7.02,1019.638123,-643.016663,639.154907,-24.853161,0.000343,163.744705,2,2
7.032,1018.388611,-643.863159,637.920288,-24.974091,0.000279,163.873474,2,2
7.044,1017.278687,-644.615051,636.823608,-25.081512,0.00022,163.987854,2,2
7.056,1016.308289,-645.2724,635.864807,-25.175426,0.000168,164.087845,2,2
7.068,1015.477539,-645.835205,635.044006,-25.255831,0.000122,164.173462,2,2
7.08,1014.786377,-646.303467,634.361023,-25.322725,8.3E-05,164.24469,2,2
7.092,1014.234741,-646.677185,633.81604,-25.376114,5.2E-05,164.301529,2,2
7.104,1013.813171,-646.96283,633.399414,-25.416914,2.9E-05,164.344971,2,2
7.116,1013.50415,-647.172241,633.094055,-25.446814,1.4E-05,164.376831,2,2
7.128,1013.290283,-647.3172,632.882568,-25.467505,6E-06,164.39888,2,2
7.14,1013.154053,-647.409546,632.747864,-25.480679,2E-06,164.412918,2,2
7.152,1013.078125,-647.461121,632.672729,-25.488026,0,164.420761,2,2
7.164,1013.044861,-647.483643,632.639832,-25.491238,0,164.424194,2,2
7.176,1013.036987,-647.489014,632.632019,-25.492001,0,164.425003,2,2
7.188,1013.036987,-647.489014,632.632019,-25.492001,0,164.425003,2,2
7.2,1013.036987,-647.489014,632.632019,-25.492001,0,164.425003,2,2
7.212,1013.036987,-647.489014,632.632019,-25.492001,0,164.425003,2,2
7.224,1013.036987,-647.489014,632.632019,-25.492001,0,164.425003,2,2
7.236,1013.036987,-647.489014,632.632019,-25.492001,0,164.425003,2,2
7.248,1013.036987,-647.489014,632.632019,-25.492001,0,164.425003,2,2
7.26,1013.029114,-647.482056,632.631348,-25.492901,0,164.425018,2,2
7.272,1012.997681,-647.454346,632.628601,-25.4965,0,164.425064,2,2
7.284,1012.926941,-647.391968,632.622559,-25.504601,1E-06,164.425156,2,2
7.296,1012.801208,-647.280945,632.611755,-25.519001,1E-06,164.425339,2,2
7.308,1012.604919,-647.107422,632.59491,-25.5415,2E-06,164.425613,2,2
7.32,1012.322388,-646.857361,632.570679,-25.5739,2E-06,164.426025,2,2
7.332,1011.938171,-646.516724,632.53772,-25.618,3E-06,164.426575,2,2
7.344,1011.436646,-646.071472,632.494751,-25.6756,3E-06,164.427307,2,2
7.356,1010.810242,-645.514282,632.44104,-25.747601,4E-06,164.428223,2,2
7.368,1010.059326,-644.844849,632.376648,-25.834,5E-06,164.429306,2,2
7.38,1009.184326,-644.062622,632.301575,-25.934799,7E-06,164.430588,2,2
7.392,1008.185669,-643.167114,632.215942,-26.049997,8E-06,164.432037,2,2
7.404,1007.063965,-642.157654,632.11969,-26.179598,1E-05,164.43367,2,2
7.416,1005.819763,-641.03363,632.012939,-26.323597,1.1E-05,164.435501,2,2
7.428,1004.453796,-639.79425,631.89563,-26.481995,1.3E-05,164.4375,2,2
7.44,1002.966919,-638.438599,631.767944,-26.654793,1.6E-05,164.439682,2,2
7.452,1001.359802,-636.965881,631.629883,-26.84199,1.8E-05,164.442047,2,2
7.464,999.633484,-635.375,631.481506,-27.043587,2E-05,164.444611,2,2
7.476,997.78894,-633.664917,631.322876,-27.259584,2.3E-05,164.447342,2,2
7.488,995.827209,-631.834595,631.154175,-27.489981,2.6E-05,164.450256,2,2
7.5,993.749451,-629.882751,630.975342,-27.734776,2.9E-05,164.453354,2,2
7.512,991.556885,-627.808105,630.786499,-27.993969,3.2E-05,164.456635,2,2
7.524,989.250854,-625.609375,630.58783,-28.267563,3.5E-05,164.460114,2,2
7.536,986.832642,-623.285156,630.379333,-28.555555,3.9E-05,164.46376,2,2
7.548,984.303833,-620.833984,630.161194,-28.857948,4.3E-05,164.46759,2,2
7.56,981.665894,-618.254333,629.933411,-29.17474,4.7E-05,164.471619,2,2
7.572,978.920532,-615.544556,629.696289,-29.50593,5.2E-05,164.475815,2,2
7.584,976.069458,-612.703125,629.449768,-29.851519,5.6E-05,164.480209,2,2
7.596,973.114441,-609.728271,629.194092,-30.211506,6.1E-05,164.484772,2,2
7.608,970.057434,-606.618286,628.929382,-30.585894,6.7E-05,164.489532,2,2
7.62,966.900452,-603.371277,628.655762,-30.97468,7.3E-05,164.494476,2,2
7.632,963.645508,-599.985474,628.373352,-31.377863,7.9E-05,164.499603,2,2
7.644,960.294861,-596.458923,628.082397,-31.795448,8.5E-05,164.504913,2,2
7.656,956.850769,-592.789734,627.78302,-32.227428,9.2E-05,164.510422,2,2
7.668,953.315613,-588.97583,627.475464,-32.673813,0.0001,164.516098,2,2
7.68,949.691895,-585.015198,627.15979,-33.134594,0.000108,164.521973,2,2
7.692,945.982239,-580.905762,626.836243,-33.609772,0.000116,164.52803,2,2
7.704,942.18927,-576.645447,626.505005,-34.09935,0.000125,164.534271,2,2
7.716,938.315857,-572.232056,626.166382,-34.603329,0.000134,164.540695,2,2
7.728,934.364868,-567.663452,625.820496,-35.121708,0.000144,164.547318,2,2
7.74,930.339355,-562.937439,625.46759,-35.654484,0.000155,164.554108,2,2
7.752,926.242432,-558.051819,625.107849,-36.20166,0.000165,164.561096,2,2
7.764,922.077393,-553.004333,624.741638,-36.763241,0.000177,164.568268,2,2
7.776,917.847534,-547.792725,624.36908,-37.339214,0.000188,164.575638,2,2
7.788,913.556458,-542.414673,623.990479,-37.929592,0.0002,164.583176,2,2
7.8,909.207642,-536.867981,623.60614,-38.53437,0.000212,164.590912,2,2
7.812,904.804932,-531.150391,623.21637,-39.153549,0.000224,164.598831,2,2
7.824,900.352173,-525.259583,622.821289,-39.787128,0.000235,164.606934,2,2
7.836,895.853333,-519.193237,622.421387,-40.435112,0.000247,164.615234,2,2
7.848,891.312439,-512.949219,622.016846,-41.097492,0.000258,164.623703,2,2
7.86,886.733887,-506.525146,621.608032,-41.774281,0.000268,164.63237,2,2
7.872,882.121948,-499.918884,621.195251,-42.465466,0.000277,164.64122,2,2
7.884,877.481201,-493.128204,620.77887,-43.171055,0.000284,164.650269,2,2
7.896,872.816223,-486.15094,620.359192,-43.891048,0.00029,164.659485,2,2
7.908,868.131836,-478.984955,619.936646,-44.625446,0.000293,164.6689,2,2
7.92,863.432922,-471.628143,619.511475,-45.374249,0.000294,164.678497,2,2
7.932,858.724609,-464.078461,619.084167,-46.137455,0.000292,164.688278,2,2
7.944,854.012085,-456.333893,618.655029,-46.915062,0.000286,164.698257,2,2
7.956,849.300598,-448.392548,618.224487,-47.707081,0.000276,164.70842,2,2
7.968,844.595764,-440.252472,617.79303,-48.5135,0.000261,164.718765,2,2
7.98,839.903076,-431.911926,617.360901,-49.334328,0.00024,164.729294,2,2
7.992,835.228394,-423.369171,616.928711,-50.169563,0.000214,164.740021,2,2
8.004,830.577637,-414.622559,616.496765,-51.019203,0.000181,164.750946,2,2
8.016,825.956787,-405.670502,616.065613,-51.883247,0.00014,164.762039,2,2
8.028,821.372131,-396.511597,615.63562,-52.761703,9.2E-05,164.773346,2,2
8.04,816.829956,-387.14447,615.207336,-53.654564,3.6E-05,164.784821,2,2
8.052,812.336792,-377.567871,614.781189,-54.561832,-2.9E-05,164.796509,2,2
8.064,807.899231,-367.780701,614.357788,-55.483509,-0.000103,164.80838,2,2
8.076,803.524109,-357.781982,613.9375,-56.41959,-0.000186,164.82045,2,2
8.088,799.218323,-347.570801,613.520874,-57.370079,-0.000278,164.832703,2,2
8.1,794.988831,-337.146484,613.108521,-58.334972,-0.000379,164.845169,2,2
8.112,790.843018,-326.508484,612.700989,-59.314274,-0.000489,164.857834,2,2
8.124,786.788025,-315.656342,612.298767,-60.307976,-0.000607,164.870697,2,2
8.136,782.831482,-304.589874,611.902466,-61.316086,-0.000732,164.883759,2,2
8.148,778.980896,-293.308929,611.512695,-62.338593,-0.000862,164.897034,2,2
8.16,775.24408,-281.813721,611.130127,-63.375504,-0.000997,164.910507,2,2
8.172,771.628784,-270.104462,610.755249,-64.426811,-0.001133,164.924179,2,2
