Time,X,Y,Z,A,B,C,S,T
8.184,768.143005,-258.181702,610.388855,-65.492516,-0.00127,164.93808,2,2
8.196,764.794983,-246.046112,610.031555,-66.572617,-0.001404,164.952164,2,2
8.208,761.592712,-233.698608,609.684021,-67.667107,-0.001533,164.966476,2,2
8.22,758.544739,-221.14035,609.346985,-68.775986,-0.001653,164.980988,2,2
8.232,755.659302,-208.372665,609.02124,-69.899254,-0.001761,164.995697,2,2
8.244,752.945068,-195.397156,608.707458,-71.036903,-0.001853,165.01062,2,2
8.256,750.410583,-182.215652,608.406494,-72.188934,-0.001926,165.025726,2,2
8.268,748.064636,-168.830231,608.11908,-73.355339,-0.001976,165.041046,2,2
8.28,745.915894,-155.24321,607.84613,-74.536125,-0.002,165.056564,2,2
8.292,743.973389,-141.457199,607.588501,-75.731285,-0.001995,165.07225,2,2
8.304,742.245972,-127.475044,607.346985,-76.940819,-0.001957,165.088135,2,2
8.316,740.742676,-113.299873,607.122559,-78.164719,-0.001886,165.104187,2,2
8.328,739.472595,-98.935097,606.916138,-79.402992,-0.00178,165.120407,2,2
8.34,738.444824,-84.384399,606.728577,-80.655632,-0.001638,165.13678,2,2
8.352,737.668518,-69.651764,606.560913,-81.922646,-0.001463,165.15329,2,2
8.364,737.152893,-54.74147,606.414063,-83.204033,-0.001255,165.169952,2,2
8.376,736.907166,-39.6581,606.289001,-84.499794,-0.001018,165.186752,2,2
8.388,736.940552,-24.406542,606.186646,-85.809937,-0.000757,165.203659,2,2
8.4,737.26239,-8.992009,606.107971,-87.134468,-0.000477,165.220688,2,2
8.412,737.881897,6.579968,606.053955,-88.473389,-0.000185,165.237823,2,3
8.424,738.804749,22.285873,606.025391,-89.825157,0.000115,165.254959,2,11
8.436,740.030823,38.078976,606.023132,-91.186195,0.000424,165.271912,2,11
8.448,741.558044,53.912594,606.047424,-92.552925,0.000731,165.288544,2,11
8.46,743.382996,69.740143,606.098206,-93.921753,0.001023,165.304749,2,11
8.472,745.500305,85.515091,606.17511,-95.289085,0.001284,165.320496,2,11
8.484,747.903137,101.190941,606.277283,-96.651329,0.001501,165.335831,2,11
8.496,750.582947,116.721176,606.403748,-98.004875,0.001667,165.3508,2,11
8.508,753.529358,132.059296,606.553467,-99.34613,0.001782,165.36554,2,11
8.52,756.731201,147.177231,606.725098,-100.673035,0.001849,165.380127,2,11
8.532,760.178223,162.07135,606.917725,-101.98558,0.001873,165.394562,2,11
8.544,763.860168,176.738449,607.130371,-103.283745,0.00186,165.408859,2,11
8.556,767.766785,191.175629,607.362122,-104.567543,0.001818,165.423019,2,11
8.568,771.888062,205.380325,607.612,-105.83696,0.00175,165.437042,2,11
8.58,776.213928,219.350281,607.87915,-107.091995,0.001665,165.450958,2,11
8.592,780.734558,233.083511,608.162781,-108.332642,0.001567,165.464737,2,11
8.604,785.440063,246.578369,608.461975,-109.558899,0.001461,165.478394,2,11
8.616,790.320862,259.833466,608.77594,-110.770752,0.001353,165.491913,2,11
8.628,795.36731,272.847687,609.103943,-111.968216,0.001247,165.50531,2,11
8.64,800.570068,285.620178,609.445251,-113.151268,0.001146,165.518585,2,11
8.652,805.919739,298.150421,609.799072,-114.319923,0.001052,165.531723,2,11
8.664,811.407166,310.438019,610.164734,-115.474167,0.000969,165.544724,2,11
8.676,817.023376,322.482971,610.541565,-116.613998,0.000897,165.557587,2,11
8.688,822.75946,334.28537,610.928833,-117.739418,0.000838,165.570313,2,11
8.7,828.60675,345.845612,611.325928,-118.850433,0.000792,165.582886,2,11
8.712,834.556641,357.164276,611.732117,-119.947029,0.00076,165.595322,2,11
8.724,840.600769,368.242188,612.146851,-121.029221,0.000741,165.607605,2,11
8.736,846.730896,379.080322,612.569519,-122.096992,0.000734,165.619736,2,11
8.748,852.938843,389.679871,612.99939,-123.150352,0.000739,165.631714,2,11
8.76,859.216797,400.042175,613.436035,-124.189301,0.000755,165.643539,2,11
8.772,865.557007,410.168762,613.878723,-125.213829,0.000781,165.655197,2,11
8.784,871.951904,420.06134,614.326904,-126.223953,0.000815,165.666718,2,11
8.796,878.394043,429.721741,614.78009,-127.219666,0.000857,165.67807,2,11
8.808,884.87616,439.151886,615.237671,-128.200958,0.000905,165.689255,2,11
8.82,891.391296,448.353943,615.699097,-129.167847,0.000958,165.700287,2,11
8.832,897.932495,457.330109,616.163818,-130.120331,0.001015,165.711166,2,11
8.844,904.492981,466.082733,616.631348,-131.058395,0.001074,165.721878,2,11
8.856,911.066284,474.614288,617.101196,-131.982056,0.001136,165.732422,2,11
8.868,917.645996,482.927307,617.572754,-132.891312,0.001198,165.742813,2,11
8.88,924.225891,491.024414,618.045654,-133.786163,0.001261,165.753036,2,11
8.892,930.799927,498.908325,618.519287,-134.666611,0.001323,165.763107,2,11
8.904,937.362183,506.581879,618.993286,-135.532639,0.001384,165.77301,2,11
8.916,943.907043,514.047913,619.467163,-136.384277,0.001443,165.782761,2,11
8.928,950.428833,521.309387,619.940491,-137.221512,0.0015,165.792358,2,11
8.94,956.922241,528.369263,620.41272,-138.044327,0.001554,165.801773,2,11
8.952,963.381958,535.23053,620.883545,-138.852753,0.001605,165.81105,2,11
8.964,969.802979,541.896362,621.352539,-139.646774,0.001654,165.82016,2,11
8.976,976.180298,548.369751,621.819214,-140.426407,0.001699,165.829102,2,11
8.988,982.509277,554.65387,622.283264,-141.19162,0.00174,165.837891,2,11
9,988.785156,560.751953,622.744263,-141.942444,0.001779,165.846527,2,11
9.012,995.00354,566.667053,623.201843,-142.678864,0.001814,165.854996,2,11
9.024,1001.160156,572.402466,623.65564,-143.400879,0.001846,165.863297,2,11
9.036,1007.250671,577.961365,624.105347,-144.108505,0.001874,165.87146,2,11
9.048,1013.27124,583.346924,624.550537,-144.801727,0.0019,165.87944,2,11
9.06,1019.217834,588.562317,624.990967,-145.48056,0.001922,165.887283,2,11
9.072,1025.08667,593.610779,625.42627,-146.144989,0.001942,165.894958,2,11
9.084,1030.874268,598.495483,625.85614,-146.795013,0.001959,165.902466,2,11
9.096,1036.576904,603.219604,626.280273,-147.430649,0.001974,165.909821,2,11
9.108,1042.191406,607.786255,626.698364,-148.05188,0.001986,165.917023,2,11
9.12,1047.714478,612.198486,627.110229,-148.658722,0.001997,165.924042,2,11
9.132,1053.142944,616.459534,627.515503,-149.25116,0.002005,165.930923,2,11
9.144,1058.473755,620.572388,627.91394,-149.829208,0.002012,165.937637,2,11
9.156,1063.704102,624.540039,628.305298,-150.392853,0.002017,165.944183,2,11
9.168,1068.831299,628.365479,628.689392,-150.942093,0.002021,165.950577,2,11
9.18,1073.852417,632.051697,629.065857,-151.476959,0.002023,165.956802,2,11
9.192,1078.765137,635.601501,629.434631,-151.997406,0.002025,165.962875,2,11
9.204,1083.567017,639.017883,629.79541,-152.503464,0.002025,165.968781,2,11
9.216,1088.255493,642.303467,630.14801,-152.995117,0.002025,165.974518,2,11
9.228,1092.828491,645.461121,630.492188,-153.472382,0.002025,165.980103,2,11
9.24,1097.283813,648.493469,630.82782,-153.935257,0.002024,165.985519,2,11
9.252,1101.619507,651.403198,631.154663,-154.383713,0.002022,165.990768,2,11
9.264,1105.833374,654.192871,631.472595,-154.817795,0.00202,165.99585,2,11
9.276,1109.923706,656.864929,631.781433,-155.237457,0.002018,166.000778,2,11
9.288,1113.888672,659.421814,632.081055,-155.642731,0.002016,166.005539,2,11
9.3,1117.726685,661.865967,632.371216,-156.033615,0.002014,166.010132,2,11
9.312,1121.435913,664.199707,632.651855,-156.410095,0.002012,166.014557,2,11
9.324,1125.015015,666.425171,632.922791,-156.772171,0.00201,166.018814,2,11
9.336,1128.462402,668.544556,633.18396,-157.119858,0.002008,166.022903,2,11
9.348,1131.776855,670.559998,633.43512,-157.45314,0.002007,166.02684,2,11
9.36,1134.956909,672.47345,633.67627,-157.772018,0.002005,166.030594,2,11
9.372,1138.001343,674.286926,633.907227,-158.076508,0.002004,166.034195,2,11
9.384,1140.908936,676.002136,634.12793,-158.366592,0.002002,166.037613,2,11
9.396,1143.678833,677.621033,634.338257,-158.642288,0.002001,166.040878,2,11
9.408,1146.309692,679.145142,634.538147,-158.903564,0.002,166.043961,2,11
9.42,1148.800781,680.576233,634.727417,-159.150452,0.002,166.04689,2,11
9.432,1151.151123,681.91571,634.906128,-159.38295,0.001999,166.049637,2,11
9.444,1153.359863,683.165039,635.074097,-159.601028,0.001999,166.052216,2,11
9.456,1155.42627,684.325684,635.231323,-159.804718,0.001999,166.054626,2,11
9.468,1157.349487,685.398804,635.377625,-159.994019,0.001999,166.05687,2,11
9.48,1159.128906,686.38562,635.513062,-160.1689,0.001999,166.058945,2,11
9.492,1160.763916,687.287231,635.637573,-160.329391,0.001999,166.060852,2,11
9.504,1162.254028,688.104614,635.751038,-160.475479,0.001999,166.062592,2,11
9.516,1163.598633,688.838806,635.853455,-160.607162,0.001999,166.064148,2,11
9.528,1164.797485,689.49054,635.944763,-160.724442,0.002,166.065536,2,11
9.54,1165.849854,690.060547,636.024963,-160.827332,0.002,166.066757,2,11
9.552,1166.755615,690.549561,636.093994,-160.915817,0.002,166.06781,2,11
9.564,1167.514526,690.958069,636.151855,-160.989899,0.002,166.068695,2,11
9.576,1168.126099,691.286621,636.198425,-161.049576,0.002001,166.069412,2,11
9.588,1168.597046,691.539124,636.234375,-161.09552,0.002001,166.069946,2,11
9.6,1168.945679,691.725647,636.260986,-161.129486,0.002001,166.070358,2,11
9.612,1169.190063,691.856323,636.279663,-161.153305,0.002001,166.070648,2,11
9.624,1169.348755,691.94104,636.291748,-161.168762,0.002,166.070831,2,11
9.636,1169.440186,691.989746,636.298767,-161.177658,0.002,166.070938,2,11
9.648,1169.482666,692.012451,636.302063,-161.181808,0.002,166.070984,2,11
9.66,1169.494751,692.01886,636.302979,-161.182983,0.002,166.070999,2,11
9.672,1169.494995,692.018982,636.302979,-161.182999,0.002,166.070999,2,11
9.684,1169.494995,692.018982,636.302979,-161.182999,0.002,166.070999,2,11
9.696,1169.494995,692.018982,636.302979,-161.182999,0.002,166.070999,2,11
9.708,1169.494995,692.018982,636.302979,-161.182999,0.002,166.070999,2,11
9.72,1169.494995,692.018982,636.302979,-161.182999,0.002,166.070999,2,11
9.732,1169.494995,692.018982,636.302979,-161.182999,0.002,166.070999,2,11
9.744,1169.494995,692.018982,636.302979,-161.182999,0.002,166.070999,2,11
9.756,1169.484131,692.016174,636.301392,-161.182098,0.002,166.071136,2,11
9.768,1169.440918,692.004883,636.294922,-161.178497,0.002,166.071655,2,11
9.78,1169.343506,691.979431,636.280518,-161.170395,0.002001,166.07283,2,11
9.792,1169.170532,691.934143,636.254822,-161.156006,0.002003,166.074936,2,11
9.804,1168.900391,691.86322,636.214661,-161.133499,0.002008,166.078217,2,11
9.816,1168.511353,691.760803,636.15686,-161.101105,0.002017,166.082947,2,11
9.828,1167.982178,691.620972,636.078186,-161.057022,0.00203,166.089386,2,11
9.84,1167.29126,691.4375,635.975281,-160.99942,0.002048,166.097778,2,11
9.852,1166.427856,691.20697,635.846558,-160.927429,0.002071,166.108292,2,11
9.864,1165.392334,690.928467,635.691833,-160.841049,0.002099,166.120895,2,11
9.876,1164.184937,690.601135,635.510986,-160.740265,0.002131,166.135605,2,11
9.888,1162.80603,690.223816,635.303955,-160.625092,0.002168,166.15242,2,11
9.9,1161.255981,689.795166,635.070496,-160.495514,0.002209,166.171341,2,11
9.912,1159.535156,689.313721,634.810547,-160.351532,0.002256,166.192352,2,11
9.924,1157.644165,688.777893,634.523804,-160.193161,0.002307,166.215469,2,11
9.936,1155.583496,688.185913,634.210083,-160.020401,0.002363,166.240677,2,11
9.948,1153.35376,687.535828,633.869202,-159.833221,0.002423,166.268005,2,11
9.96,1150.955688,686.825562,633.500854,-159.631668,0.002489,166.297424,2,11
9.972,1148.390015,686.052795,633.104858,-159.415695,0.002559,166.328949,2,11
9.984,1145.657593,685.21521,632.680847,-159.185349,0.002635,166.362579,2,11
9.996,1142.759277,684.310242,632.228577,-158.940582,0.002715,166.398315,2,11
10.008,1139.696167,683.335144,631.747742,-158.681442,0.0028,166.436142,2,11
10.02,1136.469116,682.287048,631.237976,-158.407883,0.002891,166.476074,2,11
10.032,1133.07959,681.162964,630.698975,-158.119949,0.002986,166.518112,2,11
10.044,1129.528564,679.959778,630.130432,-157.817596,0.003087,166.562256,2,11
10.056,1125.817505,678.674072,629.531921,-157.500854,0.003193,166.608505,2,11
10.068,1121.947754,677.302551,628.903137,-157.169724,0.003305,166.65686,2,11
10.08,1117.921143,675.841553,628.243591,-156.824188,0.003421,166.707306,2,11
10.092,1113.739014,674.287354,627.55304,-156.464264,0.003543,166.759872,2,11
10.104,1109.403442,672.636047,626.831055,-156.089935,0.003671,166.814529,2,11
10.116,1104.91626,670.883789,626.077148,-155.701218,0.003803,166.871292,2,11
10.128,1100.279419,669.026367,625.290955,-155.298096,0.003942,166.930176,2,11
10.14,1095.495239,667.05957,624.472107,-154.880585,0.004086,166.99115,2,11
10.152,1090.56604,664.979004,623.620178,-154.448669,0.004235,167.05423,2,11
10.164,1085.494263,662.780212,622.734741,-154.002365,0.00439,167.119415,2,11
10.176,1080.282471,660.458618,621.815369,-153.541672,0.004551,167.186707,2,11
10.188,1074.933716,658.009583,620.861694,-153.066574,0.004717,167.256119,2,11
10.2,1069.450806,655.428162,619.87323,-152.577072,0.004889,167.327621,2,11
10.212,1063.837036,652.709595,618.84967,-152.073181,0.005066,167.40123,2,11
10.224,1058.095581,649.848816,617.790527,-151.554901,0.00525,167.476959,2,11
10.236,1052.230103,646.840759,616.695435,-151.022217,0.005438,167.554794,2,11
10.248,1046.244263,643.680359,615.564026,-150.475143,0.005633,167.63472,2,11
10.26,1040.14209,640.362305,614.395935,-149.913666,0.005833,167.716766,2,11
10.272,1033.927856,636.881348,613.190796,-149.337799,0.006039,167.800934,2,11
10.284,1027.605591,633.232178,611.948303,-148.747528,0.006251,167.887192,2,11
10.296,1021.180298,629.409302,610.66803,-148.142868,0.006468,167.975571,2,11
10.308,1014.656616,625.40741,609.349792,-147.523819,0.00669,168.066055,2,11
10.32,1008.039673,621.220947,607.993225,-146.890366,0.006919,168.158646,2,11
10.332,1001.334839,616.844543,606.598145,-146.242508,0.007152,168.253357,2,11
10.344,994.547729,612.272583,605.164246,-145.580261,0.007391,168.350174,2,11
10.356,987.684204,607.499634,603.691284,-144.903625,0.007635,168.449097,2,11
10.368,980.750366,602.520203,602.179199,-144.212585,0.007885,168.55014,2,11
10.38,973.752686,597.328918,600.627808,-143.507156,0.00814,168.65329,2,11
10.392,966.697876,591.920227,599.036926,-142.787323,0.0084,168.75856,2,11
10.404,959.592896,586.288818,597.406555,-142.053101,0.008665,168.865936,2,11
10.416,952.445068,580.429321,595.736694,-141.304474,0.008935,168.975433,2,11
10.428,945.261902,574.336609,594.027283,-140.541458,0.00921,169.087036,2,11
10.44,938.051392,568.005493,592.278442,-139.764038,0.00949,169.200745,2,11
10.452,930.821716,561.430847,590.490173,-138.972214,0.009775,169.316574,2,11
10.464,923.58136,554.60791,588.662781,-138.166,0.010065,169.434525,2,11
10.476,916.339233,547.531738,586.796326,-137.345383,0.010359,169.554581,2,11
10.488,909.10437,540.197754,584.891174,-136.510376,0.010659,169.676758,2,11
10.5,901.886414,532.601563,582.947571,-135.660965,0.010965,169.801041,2,11
10.512,894.695068,524.738892,580.966003,-134.79715,0.011275,169.927429,2,11
10.524,887.540466,516.605591,578.946777,-133.918945,0.011592,170.055939,2,11
10.536,880.433167,508.197937,576.890564,-133.026321,0.011914,170.186554,2,11
10.548,873.38385,499.512329,574.797852,-132.119308,0.012243,170.31929,2,11
10.56,866.403687,490.545471,572.66925,-131.197891,0.012579,170.454132,2,11
10.572,859.504089,481.294373,570.505615,-130.262085,0.012923,170.59108,2,11
10.584,852.696777,471.756317,568.307678,-129.311859,0.013274,170.730133,2,11
10.596,845.998535,461.938049,566.078125,-128.348053,0.013621,170.871155,2,11
10.608,839.439636,451.875916,563.825195,-127.374031,0.013906,171.01358,2,11
10.62,833.0495,441.609924,561.558044,-126.393387,0.014086,171.15683,2,11
10.632,826.85553,431.18161,559.285645,-125.409691,0.014137,171.300339,2,11
10.644,820.883118,420.633698,557.017395,-124.426552,0.014054,171.443573,2,11
10.656,815.15564,410.010101,554.762878,-123.447571,0.013849,171.586029,2,11
10.668,809.694458,399.35556,552.531494,-122.476372,0.013555,171.727188,2,11
10.68,804.51886,388.715637,550.332886,-121.516586,0.013219,171.866623,2,11
10.692,799.640564,378.128082,548.174561,-120.571014,0.012887,172.003967,2,11
10.704,795.052795,367.603912,546.057495,-119.639847,0.012562,172.139191,2,11
10.716,790.747375,357.151886,543.982239,-118.723091,0.012243,172.272324,2,11
10.728,786.716187,346.780243,541.949158,-117.820732,0.011929,172.403351,2,11
10.74,782.950806,336.496796,539.958679,-116.932777,0.011621,172.532257,2,11
10.752,779.442932,326.309052,538.010925,-116.059235,0.011317,172.659088,2,11
10.764,776.184143,316.223969,536.106201,-115.200096,0.011018,172.783798,2,11
10.776,773.166016,306.248199,534.244629,-114.355362,0.010722,172.906418,2,11
10.788,770.380127,296.388031,532.426208,-113.52504,0.01043,173.026932,2,11
10.8,767.817993,286.649353,530.651062,-112.709114,0.010141,173.145355,2,11
10.812,765.471191,277.037659,528.919006,-111.9076,0.009855,173.261673,2,11
10.824,763.33136,267.558136,527.230103,-111.120491,0.009571,173.3759,2,11
10.836,761.390198,258.215668,525.584045,-110.347786,0.00929,173.488037,2,11
10.848,759.639343,249.014755,523.980774,-109.589493,0.00901,173.598083,2,11
10.86,758.070679,239.95961,522.419922,-108.845604,0.008733,173.706024,2,11
10.872,756.675903,231.054138,520.901306,-108.116112,0.008458,173.811874,2,11
10.884,755.447021,222.301971,519.4245,-107.401031,0.008186,173.915649,2,11
10.896,754.37616,213.706451,517.989258,-106.700356,0.007915,174.017319,2,11
10.908,753.455261,205.27066,516.595093,-106.014084,0.007647,174.116898,2,11
10.92,752.676697,196.997421,515.241638,-105.342224,0.007381,174.214401,2,11
10.932,752.032837,188.889328,513.928406,-104.684761,0.007117,174.309799,2,11
10.944,751.516052,180.948715,512.654968,-104.041702,0.006856,174.403122,2,11
10.956,751.119019,173.177734,511.420776,-103.413055,0.006598,174.494354,2,11
10.968,750.834412,165.578308,510.225372,-102.798805,0.006343,174.583496,2,11
10.98,750.655212,158.152145,509.068176,-102.198967,0.006091,174.670547,2,11
10.992,750.574402,150.900787,507.948639,-101.613525,0.005841,174.755508,2,11
11.004,750.585144,143.825607,506.866241,-101.042496,0.005595,174.838394,2,11
11.016,750.680725,136.92778,505.820404,-100.48587,0.005352,174.919189,2,11
11.028,750.854614,130.208344,504.810516,-99.943642,0.005113,174.997894,2,11
11.04,751.100525,123.66819,503.83606,-99.415825,0.004877,175.074509,2,11
11.052,751.41217,117.30806,502.896423,-98.902412,0.004644,175.149048,2,11
11.064,751.783569,111.128555,501.991028,-98.403404,0.004416,175.221497,2,11
11.076,752.208862,105.130188,501.119293,-97.918793,0.004191,175.29187,2,11
11.088,752.682251,99.313332,500.28067,-97.448593,0.00397,175.360138,2,11
11.1,753.198242,93.678268,499.474518,-96.992798,0.003753,175.426331,2,11
11.112,753.751465,88.225174,498.700317,-96.551399,0.00354,175.490433,2,11
11.124,754.336731,82.954155,497.957458,-96.124413,0.003332,175.552444,2,11
11.136,754.949036,77.865211,497.245453,-95.71183,0.003128,175.612366,2,11
11.148,755.583435,72.958298,496.563721,-95.313644,0.002929,175.670212,2,11
11.16,756.235352,68.233292,495.911713,-94.929871,0.002735,175.725967,2,11
11.172,756.900269,63.69001,495.28894,-94.560493,0.002546,175.779617,2,11
11.184,757.573792,59.328224,494.694855,-94.205528,0.002362,175.831192,2,11
11.196,758.25177,55.147655,494.128998,-93.86496,0.002183,175.880676,2,11
11.208,758.930298,51.147991,493.590851,-93.538795,0.00201,175.92807,2,11
11.22,759.605469,47.328888,493.079926,-93.227036,0.001843,175.973373,2,11
11.232,760.273682,43.689976,492.595825,-92.92968,0.001682,176.016586,2,11
11.244,760.931519,40.230854,492.138092,-92.646721,0.001527,176.057709,2,11
11.256,761.575623,36.951126,491.706299,-92.378174,0.001379,176.096741,2,11
11.268,762.202942,33.850365,491.300049,-92.124023,0.001237,176.133682,2,11
11.28,762.810486,30.928152,490.918945,-91.88427,0.001102,176.168533,2,11
11.292,763.395447,28.184063,490.562622,-91.658928,0.000975,176.201294,2,11
11.304,763.955261,25.617676,490.230774,-91.447983,0.000854,176.231964,2,11
11.316,764.487549,23.22858,489.923035,-91.251442,0.000741,176.260529,2,11
11.328,764.98999,21.016373,489.639099,-91.069305,0.000635,176.287018,2,11
11.34,765.460449,18.980669,489.378693,-90.901573,0.000537,176.311401,2,11
11.352,765.897034,17.121099,489.141541,-90.748238,0.000447,176.333694,2,11
11.364,766.298035,15.437318,488.927429,-90.609299,0.000366,176.353897,2,11
11.376,766.661743,13.929002,488.736115,-90.484772,0.000292,176.371994,2,11
11.388,766.986877,12.595855,488.567413,-90.374634,0.000226,176.388016,2,11
11.4,767.272095,11.437609,488.421112,-90.278908,0.000169,176.401932,2,11
11.412,767.516296,10.454029,488.297119,-90.197578,0.00012,176.413757,2,11
11.424,767.718506,9.64491,488.195251,-90.130653,8E-05,176.423492,2,11
11.436,767.878479,9.008733,488.115265,-90.078018,4.9E-05,176.431152,2,11
11.448,767.999878,8.528196,488.054901,-90.038246,2.6E-05,176.436935,2,11
11.46,768.087891,8.181464,488.011383,-90.009537,1.2E-05,176.441101,2,11
11.472,768.147705,7.946721,487.981934,-89.990105,5E-06,176.443939,2,11
11.484,768.184692,7.802166,487.963806,-89.978127,1E-06,176.445679,2,11
11.496,768.204285,7.726028,487.954285,-89.971825,0,176.446594,2,11
11.508,768.211853,7.696551,487.950592,-89.969376,0,176.446945,2,11
11.52,768.213013,7.692,487.950012,-89.969002,0,176.447006,2,11
11.532,768.213013,7.692,487.950012,-89.969002,0,176.447006,2,11
11.544,768.213013,7.692,487.950012,-89.969002,0,176.447006,2,11
11.556,768.213013,7.692,487.950012,-89.969002,0,176.447006,2,11
11.568,768.213013,7.692,487.950012,-89.969002,0,176.447006,2,11
11.58,768.213013,7.692,487.950012,-89.969002,0,176.447006,2,11
11.592,768.213013,7.692,487.950012,-89.969002,0,176.447006,2,11
11.604,768.216064,7.70088,487.950195,-89.969902,1E-06,176.447006,2,11
11.616,768.228149,7.736404,487.950867,-89.973503,3E-06,176.446976,2,11
11.628,768.255493,7.816327,487.952423,-89.981598,8E-06,176.446945,2,11
11.64,768.304016,7.958395,487.95517,-89.996002,1.7E-05,176.446869,2,11
11.652,768.379944,8.180349,487.959442,-90.018501,3.1E-05,176.446747,2,11
11.664,768.48938,8.499931,487.965637,-90.050903,5E-05,176.446594,2,11
11.676,768.638306,8.934885,487.974091,-90.095001,7.8E-05,176.446365,2,11
11.688,768.832825,9.502973,487.985107,-90.152603,0.000113,176.446075,2,11
11.7,769.075989,10.213081,487.998871,-90.224602,0.000157,176.445724,2,11
11.712,769.367798,11.065211,488.015381,-90.311005,0.00021,176.445282,2,11
11.724,769.708252,12.059362,488.034668,-90.411804,0.000272,176.444778,2,11
11.736,770.09729,13.195533,488.056702,-90.527008,0.000343,176.444214,2,11
11.748,770.535034,14.473724,488.081512,-90.656609,0.000423,176.443558,2,11
11.76,771.021362,15.893934,488.10907,-90.800613,0.000511,176.442841,2,11
11.772,771.556335,17.456163,488.139374,-90.959015,0.000609,176.442047,2,11
11.784,772.139954,19.160412,488.172424,-91.131821,0.000715,176.441177,2,11
11.796,772.772156,21.006678,488.208252,-91.319023,0.00083,176.440231,2,11
11.808,773.453064,22.994961,488.246857,-91.520622,0.000954,176.439224,2,11
11.82,774.182556,25.125261,488.288208,-91.736626,0.001086,176.438141,2,11
11.832,774.960693,27.397577,488.332306,-91.967033,0.001228,176.436981,2,11
11.844,775.787415,29.811911,488.379181,-92.21183,0.001378,176.43576,2,11
11.856,776.662842,32.368259,488.428802,-92.471039,0.001536,176.434448,2,11
11.868,777.586853,35.06662,488.481232,-92.744644,0.001704,176.433075,2,11
11.88,778.559509,37.906998,488.536377,-93.032646,0.00188,176.431625,2,11
11.892,779.58075,40.889389,488.59433,-93.335052,0.002065,176.430099,2,11
11.904,780.650635,44.013794,488.655029,-93.651855,0.002259,176.428513,2,11
11.916,781.769165,47.280212,488.718506,-93.983063,0.002461,176.426834,2,11
11.928,782.93634,50.688644,488.78476,-94.328667,0.002672,176.425095,2,11
11.94,784.1521,54.23909,488.85379,-94.688675,0.002891,176.423264,2,11
11.952,785.416504,57.931549,488.925568,-95.06308,0.003119,176.421371,2,11
11.964,786.729492,61.766022,489.000153,-95.451889,0.003356,176.419403,2,11
11.976,788.091125,65.742508,489.077484,-95.855095,0.003601,176.417374,2,11
11.988,789.501404,69.861008,489.157623,-96.272697,0.003854,176.415253,2,11
12,790.960266,74.121529,489.24054,-96.704704,0.004116,176.413055,2,11
12.012,792.467773,78.524055,489.326233,-97.151115,0.004386,176.410782,2,11
12.024,794.023926,83.068611,489.414703,-97.611923,0.004665,176.408447,2,11
12.036,795.628662,87.75518,489.505981,-98.087135,0.004951,176.406021,2,11
12.048,797.282043,92.583771,489.600006,-98.576744,0.005246,176.403534,2,11
12.06,798.984009,97.554382,489.696869,-99.08075,0.005549,176.400955,2,11
12.072,800.734619,102.667015,489.796478,-99.599159,0.005861,176.398315,2,11
12.084,802.533813,107.921677,489.898895,-100.131973,0.00618,176.395584,2,11
12.096,804.381653,113.318367,490.00412,-100.679184,0.006507,176.392792,2,11
12.108,806.278076,118.857094,490.112122,-101.240799,0.006842,176.389908,2,11
12.12,808.223145,124.537849,490.2229,-101.816811,0.007185,176.386948,2,11
12.132,810.216797,130.360641,490.336487,-102.407219,0.007536,176.383926,2,11
12.144,812.259033,136.325485,490.452881,-103.012032,0.007895,176.380814,2,11
12.156,814.349976,142.432373,490.572083,-103.631248,0.008261,176.377625,2,11
12.168,816.489441,148.68132,490.694061,-104.264862,0.008635,176.374359,2,11
12.18,818.677551,155.072311,490.818848,-104.91288,0.009017,176.371002,2,11
12.192,820.914307,161.605362,490.946411,-105.575294,0.009406,176.367584,2,11
12.204,823.199646,168.280487,491.076782,-106.252113,0.009803,176.364075,2,11
12.216,825.533569,175.097687,491.209991,-106.943329,0.010207,176.360504,2,11
12.228,827.916138,182.056961,491.345947,-107.648949,0.010619,176.356827,2,11
12.24,830.34729,189.158325,491.484741,-108.368965,0.011038,176.353088,2,11
12.252,832.827087,196.401779,491.626312,-109.103378,0.011464,176.349274,2,11
12.264,835.355469,203.787323,491.770721,-109.852203,0.011898,176.345367,2,11
12.276,837.932495,211.314987,491.917908,-110.615417,0.012338,176.34137,2,11
12.288,840.558105,218.984772,492.067871,-111.393044,0.012786,176.337311,2,11
12.3,843.2323,226.796677,492.220673,-112.185059,0.013241,176.33316,2,11
12.312,845.955139,234.750717,492.376251,-112.991478,0.013703,176.328918,2,11
12.324,848.726563,242.846909,492.534607,-113.812302,0.014172,176.324615,2,11
12.336,851.546448,251.084763,492.69577,-114.647469,0.014648,176.320206,2,11
12.348,854.405945,259.44162,492.8591,-115.494629,0.015131,176.31572,2,11
12.36,857.291931,267.88266,493.02359,-116.350182,0.015618,176.311142,2,11
12.372,860.191528,276.372833,493.188416,-117.210518,0.016107,176.306458,2,11
12.384,863.092285,284.876801,493.352814,-118.072037,0.016596,176.301712,2,11
12.396,865.982178,293.358917,493.516052,-118.931145,0.017081,176.29689,2,11
12.408,868.849548,301.783295,493.677582,-119.784241,0.017559,176.292053,2,11
12.42,871.683105,310.1138,493.836884,-120.627724,0.018027,176.287216,2,11
12.432,874.472046,318.314636,493.993561,-121.458046,0.018483,176.28244,2,11
